Model,#States,BVI,OVI,WP_P3
ovi_100,303,0.5,0.5,0.5
ovi_1000,3003,0.5,0.5,0.5
ovi_300,903,0.5,0.5,0.5
ovi_3000,9003,0.5,0.5,0.5
ovi_500,1503,0.5,0.5,0.5
ovi_5000,15003,0.5,0.5,0.5
