Model,#States,AMPL_M,AMPL_T,BVI_100,GBVI_100,OVI_100,QP_CON,QP_G,QP_G_T,QP_G_T_W,QP_G_W,TBVI_100,TGBVI_100,TOVI_100,TOVI_100_opt
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_12,1002,,,1,1,4,,,,3,3,533,533,533,533
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_13,1002,,,1,1,5,,,,4,4,530,529,531,531
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_14,1002,,,1,1,4,,,,3,3,508,508,508,508
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_15,1002,,,102,3,5,,,,4,4,516,514,515,515
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_16,1002,,,128,16,4,,,,3,3,547,529,513,513
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_17,1002,,,103,3,7,,,,5,4,516,515,518,518
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_18,1002,,,1,1,4,,,,3,3,511,507,504,504
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_19,1002,,,106,5,5,,,,3,3,474,472,472,472
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_2,1002,,,112,8,5,,,,3,3,533,527,523,523
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_20,1002,,,1,1,4,,,,3,3,493,488,487,487
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_3,1002,,,124,11,5,,,,3,3,518,507,498,498
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_4,1002,,,1,1,6,,,,5,4,504,503,505,505
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_5,1002,,,1,1,5,,,,3,3,496,495,496,496
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_6,1002,,,104,5,4,,,,3,3,474,474,474,474
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_7,1002,,,105,4,4,,,,3,3,526,525,525,525
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_8,1002,,,1,1,4,,,,3,3,506,505,503,503
RANDOM_Size_1002_MinAct_70_Type-tree_MinTransProb_0.1_Model_9,1002,,,103,4,12,,,,9,5,515,510,516,516
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_1,1002,,,130,13,4,,,,3,3,547,526,517,517
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_10,1002,,,110,4,12,,,,10,5,510,502,506,506
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_11,1002,,,106,5,4,,,,3,3,497,495,495,495
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_12,1002,,,1,1,4,,,,3,3,513,510,510,510
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_13,1002,,,104,4,12,,,,7,6,489,486,490,490
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_14,1002,,,105,4,6,,,,5,4,485,481,482,482
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_15,1002,,,102,3,5,,,,4,4,476,476,476,476
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_16,1002,,,108,6,4,,,,3,3,500,497,496,496
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_17,1002,,,1,1,5,,,,3,3,493,491,487,487
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_18,1002,,,123,16,4,,,,3,3,533,522,507,507
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_19,1002,,,1,1,6,,,,5,5,550,491,492,492
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_2,1002,,,103,3,5,,,,3,3,496,496,496,496
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_20,1002,,,102,3,8,,,,6,4,526,524,526,526
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_3,1002,,,112,8,4,,,,3,3,505,500,496,496
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_4,1002,,,1,1,4,,,,3,3,541,528,528,528
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_5,1002,,,1,1,4,,,,3,3,520,520,520,520
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_6,1002,,,106,6,5,,,,3,3,507,505,503,503
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_7,1002,,,103,4,7,,,,5,4,520,518,518,518
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_8,1002,,,1,1,4,,,,3,3,496,496,496,496
RANDOM_Size_1002_MinAct_90_Type-tree_MinTransProb_0.1_Model_9,1002,,,1,1,4,,,,3,3,512,512,512,512
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_1,1002,,,200,69,260,,,,86,61,428,380,549,549
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_10,1002,,,137,30,107,,,,40,29,348,333,402,402
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_11,1002,,,151,39,136,,,,54,42,347,325,409,409
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_12,1002,,,135,25,127,,,,46,32,316,295,376,376
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_13,1002,,,134,27,133,,,,50,33,319,295,386,386
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_14,1002,,,149,33,145,,,,53,36,378,350,449,449
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_15,1002,,,139,32,128,,,,45,36,336,320,400,400
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_16,1002,,,124,19,39,,,,32,24,322,311,319,319
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_17,1002,,,126,21,95,,,,34,23,306,291,355,355
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_18,1002,,,194,62,307,,,,87,59,391,344,552,552
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_19,1002,,,122,19,86,,,,39,20,328,302,357,357
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_2,1002,,,126,22,99,,,,36,26,310,296,358,358
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_20,1002,,,133,27,98,,,,37,29,330,318,377,377
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_3,1002,,,151,33,266,,,,71,34,378,326,543,543
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_4,1002,,,127,22,100,,,,39,34,329,319,374,374
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_5,1002,,,120,17,88,,,,30,22,342,331,391,391
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_6,1002,,,132,24,114,,,,43,29,318,298,379,379
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_7,1002,,,142,32,116,,,,45,35,348,331,396,396
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_8,1002,,,126,20,104,,,,42,23,323,293,366,366
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_9,1002,,,144,32,131,,,,49,34,336,312,398,398
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_1,102,,,1,1,3,,,,2,2,53,53,53,53
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_10,102,,,1,1,3,,,,2,2,52,52,52,52
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_11,102,,,114,2,4,,,,3,3,45,45,45,45
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_12,102,,,1,1,3,,,,2,2,53,53,53,53
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_13,102,,,1,1,3,,,,2,2,57,57,57,57
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_14,102,,,101,2,4,,,,3,3,62,62,62,62
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_15,102,,,1,1,3,,,,2,2,52,52,52,52
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_16,102,,,128,2,4,,,,3,3,52,52,52,52
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_17,102,,,101,2,4,,,,3,3,51,51,51,51
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_18,102,,,128,2,4,,,,3,3,56,56,56,56
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_19,102,,,1,1,3,,,,2,2,53,53,53,53
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_2,102,,,1,1,3,,,,2,2,54,54,54,54
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_20,102,,,121,2,4,,,,3,3,45,45,45,45
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_3,102,,,101,2,4,,,,3,3,51,51,51,51
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_4,102,,,120,2,4,,,,3,3,48,48,48,48
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_5,102,,,1,1,3,,,,2,2,45,45,45,45
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_6,102,,,103,2,5,,,,3,3,52,52,52,52
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_7,102,,,105,2,4,,,,3,3,47,47,47,47
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_8,102,,,1,1,3,,,,2,2,50,50,50,50
RANDOM_Size_102_MinAct_100_Type-tree_MinTransProb_0.1_Model_9,102,,,1,1,3,,,,2,2,46,46,46,46
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_1,102,,,109,5,7,,,,4,4,44,39,39,39
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_10,102,,,108,7,6,,,,4,4,55,52,50,50
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_11,102,,,103,3,7,,,,5,4,53,50,53,53
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_12,102,,,1,1,11,,,,9,4,51,48,48,48
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_13,102,,,103,4,6,,,,4,4,53,53,54,54
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_14,102,,,114,7,12,,,,9,4,68,57,61,61
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_15,102,,,132,18,5,,,,4,4,81,73,52,52
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_16,102,,,114,9,21,,,,17,10,66,59,70,70
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_17,102,,,1,1,5,,,,3,3,52,47,45,45
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_18,102,,,113,10,6,,,,4,4,62,57,49,49
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_19,102,,,103,4,7,,,,5,5,56,56,57,57
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_2,102,,,105,4,4,,,,3,3,54,54,54,54
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_20,102,,,106,3,5,,,,4,4,52,52,52,52
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_3,102,,,1,1,4,,,,3,3,54,54,54,54
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_4,102,,,1,1,10,,,,8,3,55,49,53,53
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_5,102,,,1,1,6,,,,5,4,55,54,57,57
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_6,102,,,115,8,25,,,,21,9,74,62,78,78
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_7,102,,,104,5,4,,,,3,3,51,50,50,50
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_8,102,,,108,6,6,,,,4,4,55,52,51,51
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_9,102,,,1,1,4,,,,3,3,40,38,37,37
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_1,102,,,108,4,17,,,,13,5,61,53,63,63
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_10,102,,,1,1,5,,,,4,4,54,54,54,54
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_11,102,,,1,1,3,,,,2,2,55,55,55,55
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_12,102,,,1,1,4,,,,3,3,50,50,50,50
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_13,102,,,107,3,4,,,,3,3,51,51,51,51
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_14,102,,,103,2,4,,,,3,3,51,51,51,51
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_15,102,,,1,1,4,,,,3,3,43,43,43,43
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_16,102,,,1,1,4,,,,3,3,53,53,53,53
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_17,102,,,102,3,5,,,,4,4,47,47,47,47
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_18,102,,,108,4,4,,,,3,3,55,53,54,54
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_19,102,,,102,3,5,,,,4,4,57,57,59,59
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_2,102,,,1,1,4,,,,3,3,54,54,54,54
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_20,102,,,1,1,5,,,,3,3,59,56,55,55
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_3,102,,,119,8,24,,,,21,9,77,62,77,77
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_4,102,,,1,1,5,,,,3,3,43,43,43,43
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_5,102,,,111,3,18,,,,15,4,49,49,50,50
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_6,102,,,1,1,4,,,,3,3,56,56,56,56
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_7,102,,,1,1,5,,,,3,3,48,48,48,48
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_8,102,,,107,5,4,,,,3,3,62,59,58,58
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_9,102,,,1,1,4,,,,3,3,45,45,45,45
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_1,102,,,1,1,4,,,,3,3,48,48,48,48
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_10,102,,,1,1,4,,,,3,3,49,49,49,49
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_11,102,,,1,1,3,,,,2,2,55,55,55,55
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_12,102,,,102,3,5,,,,4,4,47,47,49,49
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_13,102,,,1,1,4,,,,3,3,56,56,56,56
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_14,102,,,1,1,4,,,,3,3,48,48,48,48
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_15,102,,,1,1,3,,,,2,2,50,50,50,50
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_16,102,,,110,4,4,,,,3,3,68,59,59,59
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_17,102,,,102,3,5,,,,4,4,54,54,56,56
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_18,102,,,1,1,3,,,,2,2,56,56,56,56
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_19,102,,,1,1,4,,,,3,3,52,52,52,52
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_2,102,,,1,1,4,,,,3,3,63,63,63,63
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_20,102,,,102,3,5,,,,4,4,50,50,52,52
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_3,102,,,1,1,3,,,,2,2,50,50,50,50
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_4,102,,,117,4,5,,,,3,3,101,52,52,52
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_5,102,,,1,1,4,,,,3,3,52,52,52,52
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_6,102,,,1,1,3,,,,2,2,52,52,52,52
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_7,102,,,102,3,5,,,,4,4,61,61,63,63
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_8,102,,,103,2,4,,,,3,3,42,42,42,42
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_9,102,,,1,1,3,,,,2,2,49,49,49,49
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_1,102,,,115,3,18,,,,15,4,77,56,56,56
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_10,102,,,107,6,13,,,,11,4,56,48,54,54
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_11,102,,,102,4,7,,,,5,5,42,38,39,39
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_12,102,,,110,8,17,,,,15,4,58,52,59,59
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_13,102,,,109,8,10,,,,8,6,60,56,56,56
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_14,102,,,117,11,7,,,,5,5,59,51,45,45
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_15,102,,,105,5,8,,,,6,6,47,46,47,47
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_16,102,,,103,7,15,,,,11,8,52,48,55,55
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_17,102,,,110,8,8,,,,5,5,48,43,41,41
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_18,102,,,105,6,10,,,,8,7,54,52,55,55
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_19,102,,,105,5,10,,,,8,7,49,47,49,49
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_2,102,,,1,1,5,,,,4,4,222,133,48,48
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_20,102,,,105,6,13,,,,11,7,50,46,52,52
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_3,102,,,106,6,8,,,,4,4,53,51,48,48
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_4,102,,,1,1,23,,,,20,5,68,44,60,60
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_5,102,,,1,1,6,,,,4,4,71,63,56,56
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_6,102,,,118,12,27,,,,22,13,66,56,68,68
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_7,102,,,1,1,17,,,,14,6,50,42,52,52
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_8,102,,,110,8,6,,,,4,4,61,56,52,52
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_9,102,,,108,4,18,,,,13,6,65,55,61,61
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_1,102,,,102,3,5,,,,4,4,57,57,57,57
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_10,102,,,102,3,5,,,,4,4,54,54,56,56
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_11,102,,,1,1,4,,,,3,3,47,47,47,47
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_12,102,,,1,1,3,,,,2,2,52,52,52,52
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_13,102,,,1,1,3,,,,2,2,42,42,42,42
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_14,102,,,116,2,4,,,,3,3,47,47,47,47
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_15,102,,,108,3,5,,,,4,4,62,62,62,62
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_16,102,,,106,2,4,,,,3,3,41,41,41,41
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_17,102,,,113,3,4,,,,3,3,49,49,49,49
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_18,102,,,1,1,4,,,,3,3,52,52,52,52
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_19,102,,,1,1,4,,,,3,3,57,57,57,57
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_2,102,,,149,4,4,,,,3,3,95,45,45,45
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_20,102,,,111,6,4,,,,3,3,60,52,50,50
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_3,102,,,1,1,3,,,,2,2,52,52,52,52
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_4,102,,,1,1,3,,,,2,2,44,44,44,44
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_5,102,,,108,3,4,,,,3,3,54,54,54,54
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_6,102,,,1,1,3,,,,2,2,54,54,54,54
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_7,102,,,162,2,4,,,,3,3,56,56,56,56
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_8,102,,,1,1,3,,,,2,2,44,44,44,44
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_9,102,,,1,1,3,,,,2,2,52,52,52,52
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_1,102,,,113,2,4,,,,3,3,43,43,43,43
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_10,102,,,1,1,3,,,,2,2,55,55,55,55
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_11,102,,,102,3,5,,,,4,4,47,47,47,47
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_12,102,,,106,2,4,,,,3,3,49,49,49,49
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_13,102,,,1,1,3,,,,2,2,48,48,48,48
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_14,102,,,109,3,15,,,,12,4,57,57,57,57
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_15,102,,,107,3,4,,,,3,3,51,51,51,51
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_16,102,,,1,1,3,,,,2,2,55,55,55,55
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_17,102,,,103,3,5,,,,4,4,49,48,50,50
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_18,102,,,1,1,3,,,,2,2,47,47,47,47
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_19,102,,,135,5,5,,,,3,3,94,54,53,53
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_2,102,,,114,2,4,,,,3,3,50,50,50,50
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_20,102,,,104,3,4,,,,3,3,55,55,55,55
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_3,102,,,112,2,5,,,,3,3,54,54,54,54
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_4,102,,,1,1,3,,,,2,2,52,52,52,52
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_5,102,,,1,1,5,,,,3,3,50,50,50,50
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_6,102,,,105,2,4,,,,3,3,45,45,45,45
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_7,102,,,1,1,4,,,,3,3,58,58,58,58
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_8,102,,,113,2,4,,,,3,3,55,55,55,55
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_9,102,,,102,3,7,,,,4,4,47,47,47,47
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_1,102,,,141,27,106,,,,43,27,86,64,132,132
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_10,102,,,124,20,90,,,,35,26,63,51,114,114
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_11,102,,,155,35,95,,,,52,33,111,73,110,110
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_12,102,,,172,45,225,,,,74,44,130,84,245,245
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_13,102,,,128,21,72,,,,29,21,67,53,94,94
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_14,102,,,120,16,40,,,,30,22,66,55,67,67
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_15,102,,,119,14,30,,,,25,17,62,49,59,59
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_16,102,,,136,25,103,,,,42,28,76,59,129,129
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_17,102,,,137,26,88,,,,34,24,81,64,115,115
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_18,102,,,131,23,86,,,,38,24,79,59,113,113
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_19,102,,,126,18,83,,,,34,22,72,52,105,105
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_2,102,,,114,11,22,,,,17,12,45,39,,
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_20,102,,,161,44,161,,,,59,41,107,81,176,176
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_3,102,,,134,25,98,,,,40,29,80,64,123,123
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_4,102,,,118,13,26,,,,20,13,59,48,55,55
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_5,102,,,110,10,33,,,,25,16,54,41,56,56
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_6,102,,,157,41,276,,,,108,73,191,135,301,301
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_7,102,,,141,30,99,,,,61,44,103,79,130,130
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_8,102,,,123,18,91,,,,34,19,76,55,79,79
