Model,NumStates,NumActions,NumTargets,NumSinks,NumUnknown,NumMaxActions,NumMaxTransitions,SmallestTransProb,NumProbActions,NumMECs,BiggestMEC,SmallestMEC,AvgMEC,MedianMEC,NumSCCs,BiggestSCC,SmallestSCC,AvgSCC,NearestTarget,FurthestTarget,TargetDistanceAverage,TargetDistanceMedian
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_14, 102, 283, 1, 43, 58, 10, 6, 0.01, 165, 50, 1, 1, 1.0, 1.0, 52, 7, 1, 1.1153846153846154, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_15, 102, 283, 1, 50, 51, 10, 5, 0.01, 159, 42, 1, 1, 1.0, 1.0, 49, 2, 1, 1.0408163265306123, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_16, 102, 283, 1, 43, 58, 10, 6, 0.01, 163, 50, 1, 1, 1.0, 1.0, 52, 7, 1, 1.1153846153846154, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_17, 102, 283, 1, 53, 48, 10, 5, 0.01, 166, 41, 1, 1, 1.0, 1.0, 43, 6, 1, 1.1162790697674418, , , , 
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_18, 102, 283, 1, 49, 52, 10, 5, 0.01, 168, 43, 1, 1, 1.0, 1.0, 47, 6, 1, 1.1063829787234043, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_19, 102, 283, 1, 44, 57, 10, 5, 0.01, 167, 50, 1, 1, 1.0, 1.0, 54, 4, 1, 1.0555555555555556, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_2, 102, 283, 1, 47, 54, 10, 5, 0.01, 171, 46, 1, 1, 1.0, 1.0, 54, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_20, 102, 283, 1, 49, 52, 10, 5, 0.01, 164, 46, 1, 1, 1.0, 1.0, 52, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_3, 102, 283, 1, 47, 54, 10, 5, 0.01, 165, 49, 1, 1, 1.0, 1.0, 54, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_4, 102, 283, 1, 52, 49, 10, 7, 0.01, 168, 44, 1, 1, 1.0, 1.0, 46, 4, 1, 1.065217391304348, , , , 
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_5, 102, 283, 1, 46, 55, 10, 5, 0.01, 171, 49, 1, 1, 1.0, 1.0, 53, 3, 1, 1.0377358490566038, , , , 
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_6, 102, 283, 1, 41, 60, 10, 6, 0.01, 162, 53, 1, 1, 1.0, 1.0, 56, 5, 1, 1.0714285714285714, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_7, 102, 283, 1, 51, 50, 10, 6, 0.01, 167, 45, 1, 1, 1.0, 1.0, 48, 3, 1, 1.0416666666666667, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_8, 102, 283, 1, 48, 53, 10, 7, 0.01, 171, 46, 1, 1, 1.0, 1.0, 48, 6, 1, 1.1041666666666667, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_10_Type-tree_MinTransProb_0.1_Model_9, 102, 283, 1, 62, 39, 10, 5, 0.01, 164, 32, 1, 1, 1.0, 1.0, 35, 5, 1, 1.1142857142857143, , , , 
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_1, 102, 296, 1, 48, 53, 30, 6, 0.01, 173, 48, 1, 1, 1.0, 1.0, 51, 3, 1, 1.0392156862745099, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_10, 102, 296, 1, 47, 54, 30, 5, 0.01, 175, 51, 1, 1, 1.0, 1.0, 54, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_11, 102, 296, 1, 46, 55, 30, 7, 0.01, 167, 53, 1, 1, 1.0, 1.0, 55, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_12, 102, 296, 1, 51, 50, 30, 6, 0.01, 176, 47, 1, 1, 1.0, 1.0, 50, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_13, 102, 296, 1, 50, 51, 30, 5, 0.01, 172, 47, 1, 1, 1.0, 1.0, 51, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_14, 102, 296, 1, 50, 51, 30, 6, 0.01, 172, 49, 1, 1, 1.0, 1.0, 51, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_15, 102, 296, 1, 58, 43, 30, 6, 0.01, 177, 41, 1, 1, 1.0, 1.0, 43, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_16, 102, 296, 1, 48, 53, 30, 6, 0.01, 171, 50, 1, 1, 1.0, 1.0, 53, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_17, 102, 296, 1, 54, 47, 30, 6, 0.01, 173, 44, 1, 1, 1.0, 1.0, 47, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_18, 102, 296, 1, 48, 53, 30, 6, 0.01, 177, 49, 1, 1, 1.0, 1.0, 52, 2, 1, 1.0192307692307692, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_19, 102, 296, 1, 43, 58, 30, 6, 0.01, 178, 54, 1, 1, 1.0, 1.0, 56, 3, 1, 1.0357142857142858, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_2, 102, 296, 1, 47, 54, 30, 7, 0.01, 172, 52, 1, 1, 1.0, 1.0, 54, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_20, 102, 296, 1, 46, 55, 30, 5, 0.01, 166, 51, 1, 1, 1.0, 1.0, 53, 3, 1, 1.0377358490566038, , , , 
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_3, 102, 296, 1, 42, 59, 30, 6, 0.01, 166, 54, 1, 1, 1.0, 1.0, 56, 4, 1, 1.0535714285714286, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_4, 102, 296, 1, 58, 43, 30, 5, 0.01, 171, 40, 1, 1, 1.0, 1.0, 43, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_5, 102, 296, 1, 52, 49, 30, 6, 0.01, 177, 45, 1, 1, 1.0, 1.0, 48, 2, 1, 1.0208333333333333, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_6, 102, 296, 1, 45, 56, 30, 5, 0.01, 175, 53, 1, 1, 1.0, 1.0, 56, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_7, 102, 296, 1, 53, 48, 30, 5, 0.01, 171, 45, 1, 1, 1.0, 1.0, 48, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_8, 102, 296, 1, 44, 57, 30, 6, 0.01, 171, 54, 1, 1, 1.0, 1.0, 56, 2, 1, 1.0178571428571428, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_30_Type-tree_MinTransProb_0.1_Model_9, 102, 296, 1, 56, 45, 30, 6, 0.01, 181, 43, 1, 1, 1.0, 1.0, 45, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_1, 102, 299, 1, 53, 48, 50, 6, 0.01, 171, 46, 1, 1, 1.0, 1.0, 48, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_10, 102, 299, 1, 52, 49, 50, 6, 0.01, 170, 47, 1, 1, 1.0, 1.0, 49, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_11, 102, 299, 1, 46, 55, 50, 5, 0.01, 180, 54, 1, 1, 1.0, 1.0, 55, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_12, 102, 299, 1, 54, 47, 50, 7, 0.01, 175, 44, 1, 1, 1.0, 1.0, 46, 2, 1, 1.0217391304347827, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_13, 102, 299, 1, 45, 56, 50, 5, 0.01, 178, 54, 1, 1, 1.0, 1.0, 56, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_14, 102, 299, 1, 53, 48, 50, 6, 0.01, 168, 46, 1, 1, 1.0, 1.0, 48, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_15, 102, 299, 1, 51, 50, 50, 6, 0.01, 176, 49, 1, 1, 1.0, 1.0, 50, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_16, 102, 299, 1, 43, 58, 50, 5, 0.01, 174, 55, 1, 1, 1.0, 1.0, 57, 2, 1, 1.0175438596491229, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_17, 102, 299, 1, 47, 54, 50, 5, 0.01, 173, 51, 1, 1, 1.0, 1.0, 53, 2, 1, 1.0188679245283019, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_18, 102, 299, 1, 45, 56, 50, 4, 0.01, 166, 55, 1, 1, 1.0, 1.0, 56, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_19, 102, 299, 1, 49, 52, 50, 7, 0.01, 176, 50, 1, 1, 1.0, 1.0, 52, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_2, 102, 299, 1, 38, 63, 50, 6, 0.01, 182, 61, 1, 1, 1.0, 1.0, 63, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_20, 102, 299, 1, 51, 50, 50, 6, 0.01, 180, 47, 1, 1, 1.0, 1.0, 49, 2, 1, 1.0204081632653061, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_3, 102, 299, 1, 51, 50, 50, 6, 0.01, 174, 49, 1, 1, 1.0, 1.0, 50, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_4, 102, 299, 1, 50, 51, 50, 6, 0.01, 171, 48, 1, 1, 1.0, 1.0, 50, 2, 1, 1.02, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_5, 102, 299, 1, 49, 52, 50, 6, 0.01, 168, 50, 1, 1, 1.0, 1.0, 52, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_6, 102, 299, 1, 49, 52, 50, 5, 0.01, 163, 51, 1, 1, 1.0, 1.0, 52, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_7, 102, 299, 1, 40, 61, 50, 6, 0.01, 178, 58, 1, 1, 1.0, 1.0, 60, 2, 1, 1.0166666666666666, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_8, 102, 299, 1, 59, 42, 50, 6, 0.01, 180, 40, 1, 1, 1.0, 1.0, 42, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_9, 102, 299, 1, 52, 49, 50, 7, 0.01, 172, 48, 1, 1, 1.0, 1.0, 49, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_1, 102, 263, 1, 43, 58, 5, 5, 0.01, 155, 43, 1, 1, 1.0, 1.0, 52, 7, 1, 1.1153846153846154, 3, 3, 3.0, 3.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_10, 102, 263, 1, 55, 46, 5, 5, 0.01, 153, 38, 1, 1, 1.0, 1.0, 44, 3, 1, 1.0454545454545454, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_11, 102, 263, 1, 57, 44, 5, 6, 0.01, 157, 29, 1, 1, 1.0, 1.0, 35, 10, 1, 1.2571428571428571, 4, 4, 4.0, 4.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_12, 102, 263, 1, 49, 52, 5, 6, 0.01, 159, 39, 1, 1, 1.0, 1.0, 46, 7, 1, 1.1304347826086956, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_13, 102, 263, 1, 42, 59, 5, 6, 0.01, 152, 43, 1, 1, 1.0, 1.0, 49, 11, 1, 1.2040816326530612, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_14, 102, 263, 1, 50, 51, 5, 6, 0.01, 152, 36, 1, 1, 1.0, 1.0, 42, 10, 1, 1.2142857142857142, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_15, 102, 263, 1, 49, 52, 5, 5, 0.01, 155, 38, 1, 1, 1.0, 1.0, 44, 9, 1, 1.1818181818181819, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_16, 102, 263, 1, 41, 60, 5, 5, 0.01, 161, 41, 1, 1, 1.0, 1.0, 43, 18, 1, 1.3953488372093024, 5, 5, 5.0, 5.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_17, 102, 263, 1, 55, 46, 5, 6, 0.01, 160, 34, 1, 1, 1.0, 1.0, 37, 10, 1, 1.2432432432432432, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_18, 102, 263, 1, 40, 61, 5, 6, 0.01, 152, 45, 1, 1, 1.0, 1.0, 49, 13, 1, 1.2448979591836735, 3, 3, 3.0, 3.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_19, 102, 263, 1, 48, 53, 5, 5, 0.01, 155, 38, 1, 1, 1.0, 1.0, 42, 12, 1, 1.2619047619047619, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_2, 102, 263, 1, 56, 45, 5, 5, 0.01, 160, 36, 1, 1, 1.0, 1.0, 43, 2, 1, 1.0465116279069768, , , , 
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_20, 102, 263, 1, 45, 56, 5, 5, 0.01, 155, 39, 1, 1, 1.0, 1.0, 42, 15, 1, 1.3333333333333333, 5, 5, 5.0, 5.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_3, 102, 263, 1, 48, 53, 5, 5, 0.01, 155, 40, 1, 1, 1.0, 1.0, 45, 8, 1, 1.1777777777777778, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_4, 102, 263, 1, 48, 53, 5, 6, 0.01, 158, 36, 1, 1, 1.0, 1.0, 41, 13, 1, 1.2926829268292683, , , , 
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_5, 102, 263, 1, 46, 55, 5, 5, 0.01, 153, 43, 1, 1, 1.0, 1.0, 54, 2, 1, 1.0185185185185186, , , , 
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_6, 102, 263, 1, 46, 55, 5, 5, 0.01, 153, 42, 1, 1, 1.0, 1.0, 46, 10, 1, 1.1956521739130435, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_7, 102, 263, 1, 57, 44, 5, 6, 0.01, 152, 31, 1, 1, 1.0, 1.0, 38, 7, 1, 1.1578947368421053, , , , 
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_8, 102, 263, 1, 50, 51, 5, 6, 0.01, 153, 42, 1, 1, 1.0, 1.0, 50, 2, 1, 1.02, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_9, 102, 263, 1, 39, 62, 5, 5, 0.01, 154, 43, 1, 1, 1.0, 1.0, 46, 17, 1, 1.3478260869565217, 4, 4, 4.0, 4.0
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_1, 102, 300, 1, 44, 57, 70, 5, 0.01, 162, 54, 1, 1, 1.0, 1.0, 57, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_10, 102, 300, 1, 47, 54, 70, 6, 0.01, 178, 51, 1, 1, 1.0, 1.0, 53, 2, 1, 1.0188679245283019, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_11, 102, 300, 1, 54, 47, 70, 5, 0.01, 174, 45, 1, 1, 1.0, 1.0, 47, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_12, 102, 300, 1, 49, 52, 70, 5, 0.01, 177, 51, 1, 1, 1.0, 1.0, 52, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_13, 102, 300, 1, 59, 42, 70, 7, 0.01, 171, 40, 1, 1, 1.0, 1.0, 42, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_14, 102, 300, 1, 54, 47, 70, 5, 0.01, 172, 45, 1, 1, 1.0, 1.0, 47, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_15, 102, 300, 1, 39, 62, 70, 5, 0.01, 173, 59, 1, 1, 1.0, 1.0, 62, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_16, 102, 300, 1, 60, 41, 70, 5, 0.01, 174, 39, 1, 1, 1.0, 1.0, 41, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_17, 102, 300, 1, 52, 49, 70, 5, 0.01, 171, 46, 1, 1, 1.0, 1.0, 49, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_18, 102, 300, 1, 49, 52, 70, 6, 0.01, 179, 50, 1, 1, 1.0, 1.0, 52, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_19, 102, 300, 1, 44, 57, 70, 6, 0.01, 179, 55, 1, 1, 1.0, 1.0, 57, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_2, 102, 300, 1, 57, 44, 70, 7, 0.01, 172, 41, 1, 1, 1.0, 1.0, 43, 2, 1, 1.0232558139534884, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_20, 102, 300, 1, 52, 49, 70, 6, 0.01, 170, 46, 1, 1, 1.0, 1.0, 48, 2, 1, 1.0208333333333333, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_3, 102, 300, 1, 49, 52, 70, 5, 0.01, 172, 51, 1, 1, 1.0, 1.0, 52, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_4, 102, 300, 1, 57, 44, 70, 6, 0.01, 171, 43, 1, 1, 1.0, 1.0, 44, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_5, 102, 300, 1, 47, 54, 70, 7, 0.01, 175, 51, 1, 1, 1.0, 1.0, 54, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_6, 102, 300, 1, 47, 54, 70, 6, 0.01, 180, 53, 1, 1, 1.0, 1.0, 54, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_7, 102, 300, 1, 45, 56, 70, 5, 0.01, 178, 54, 1, 1, 1.0, 1.0, 56, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_8, 102, 300, 1, 57, 44, 70, 6, 0.01, 177, 43, 1, 1, 1.0, 1.0, 44, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_9, 102, 300, 1, 49, 52, 70, 5, 0.01, 180, 51, 1, 1, 1.0, 1.0, 52, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_1, 102, 300, 1, 58, 43, 90, 6, 0.01, 177, 41, 1, 1, 1.0, 1.0, 43, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_10, 102, 300, 1, 46, 55, 90, 5, 0.01, 176, 54, 1, 1, 1.0, 1.0, 55, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_11, 102, 300, 1, 54, 47, 90, 8, 0.01, 171, 44, 1, 1, 1.0, 1.0, 47, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_12, 102, 300, 1, 52, 49, 90, 5, 0.01, 171, 47, 1, 1, 1.0, 1.0, 49, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_13, 102, 300, 1, 53, 48, 90, 7, 0.01, 176, 46, 1, 1, 1.0, 1.0, 48, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_14, 102, 300, 1, 44, 57, 90, 6, 0.01, 174, 54, 1, 1, 1.0, 1.0, 57, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_15, 102, 300, 1, 50, 51, 90, 6, 0.01, 170, 48, 1, 1, 1.0, 1.0, 51, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_16, 102, 300, 1, 46, 55, 90, 6, 0.01, 176, 53, 1, 1, 1.0, 1.0, 55, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_17, 102, 300, 1, 53, 48, 90, 8, 0.01, 172, 45, 1, 1, 1.0, 1.0, 47, 2, 1, 1.0212765957446808, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_18, 102, 300, 1, 54, 47, 90, 5, 0.01, 165, 46, 1, 1, 1.0, 1.0, 47, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_19, 102, 300, 1, 49, 52, 90, 5, 0.01, 177, 49, 1, 1, 1.0, 1.0, 51, 2, 1, 1.0196078431372548, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_2, 102, 300, 1, 51, 50, 90, 5, 0.01, 177, 48, 1, 1, 1.0, 1.0, 50, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_20, 102, 300, 1, 46, 55, 90, 5, 0.01, 174, 52, 1, 1, 1.0, 1.0, 55, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_3, 102, 300, 1, 47, 54, 90, 6, 0.01, 175, 51, 1, 1, 1.0, 1.0, 54, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_4, 102, 300, 1, 49, 52, 90, 7, 0.01, 169, 50, 1, 1, 1.0, 1.0, 52, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_5, 102, 300, 1, 51, 50, 90, 6, 0.01, 176, 48, 1, 1, 1.0, 1.0, 50, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_6, 102, 300, 1, 56, 45, 90, 7, 0.01, 182, 43, 1, 1, 1.0, 1.0, 45, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_7, 102, 300, 1, 43, 58, 90, 6, 0.01, 174, 56, 1, 1, 1.0, 1.0, 58, 1, 1, 1.0, , , , 
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_8, 102, 300, 1, 46, 55, 90, 6, 0.01, 171, 53, 1, 1, 1.0, 1.0, 55, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_9, 102, 300, 1, 54, 47, 90, 6, 0.01, 171, 44, 1, 1, 1.0, 1.0, 47, 1, 1, 1.0, 2, 2, 2.0, 2.0
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_1, 102, 203, 1, 25, 76, 2, 6, 0.01, 127, 26, 1, 1, 1.0, 1.0, 32, 45, 1, 2.375, 7, 7, 7.0, 7.0
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_10, 102, 203, 1, 30, 71, 2, 5, 0.01, 126, 23, 1, 1, 1.0, 1.0, 28, 44, 1, 2.5357142857142856, 2, 2, 2.0, 2.0
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_11, 102, 203, 1, 40, 61, 2, 5, 0.01, 124, 18, 1, 1, 1.0, 1.0, 23, 39, 1, 2.652173913043478, 2, 2, 2.0, 2.0
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_12, 102, 203, 1, 30, 71, 2, 6, 0.01, 131, 23, 1, 1, 1.0, 1.0, 25, 47, 1, 2.84, 4, 4, 4.0, 4.0
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_13, 102, 203, 1, 32, 69, 2, 6, 0.01, 125, 24, 1, 1, 1.0, 1.0, 26, 44, 1, 2.6538461538461537, 4, 4, 4.0, 4.0
