Model,#States,AMPL_M,AMPL_T,BVI_100,GBVI_100,GSVI_1,GSVI_100,OVI_100,QP_G,QP_G_T,QP_G_T_W,QP_G_W,SVI_1,SVI_100,TBVI_100,TGBVI_100,TGSVI_1,TGSVI_100,TOVI_100,TOVI_100_opt,TSVI_1,TSVI_100
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_17,10002,,,,,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_18,10002,,,,,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_19,10002,,,,,0.455,0.455,,,0.455,0.455,,0.455,0.455,0.455,0.455,,,0.455,0.455,,
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_2,10002,,,,,0.099,0.099,,,0.802,0.802,,0.099,0.099,0.099,0.099,,,,,,
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_20,10002,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_3,10002,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_4,10002,,,,,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_5,10002,,,,,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_6,10002,0.0,,,,0.5689000000000001,0.5689000000000001,,,0.8,0.8,,0.5689000000000001,0.5689000000000001,0.5689000000000001,0.5689000000000001,,,0.5689000000000001,0.5689000000000001,,
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_7,10002,0.0,,,,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_8,10002,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_9,10002,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_1,10002,,,,,0.009999741559285093,0.009999741559285093,,,0.010000000000000002,0.010000000000000002,,0.00999922219708271,0.00999922219708271,0.010000000000000004,0.010000000000000004,,,0.010000000000000004,0.010000000000000004,,
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_10,10002,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_11,10002,,,,,0.009999877474036993,0.009999877474036993,,,0.010000000000000002,0.010000000000000002,,0.009999877080170262,0.009999877080170262,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_12,10002,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_13,10002,0.0,,,,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_14,10002,,,,,0.009999975199997025,0.009999975199997025,,,0.010000000000000002,0.010000000000000002,,0.009999975199997025,0.009999975199997025,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_15,10002,0.0,,,,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_16,10002,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_17,10002,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_18,10002,0.0,,,,0.00999953626081555,0.00999953626081555,,,0.010000000000000002,0.010000000000000002,,0.00999953626081555,0.00999953626081555,0.010000000000000004,0.010000000000000004,,,0.010000000000000004,0.010000000000000004,,
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_19,10002,0.0,,,,0.18300000000000002,0.18300000000000002,,,0.18300000000000002,0.18300000000000002,,0.18300000000000002,0.18300000000000002,0.18300000000000002,0.18300000000000002,,,0.18300000000000002,0.18300000000000002,,
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_2,10002,0.0,,,,0.00999996997375668,0.00999996997375668,,,0.010000000000000002,0.010000000000000002,,0.009999504240084877,0.009999504240084877,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_20,10002,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_3,10002,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_4,10002,0.0,,,,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_5,10002,0.0,,,,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_6,10002,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_7,10002,0.0,,,,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,0.009999999999999822,0.009999999999999822,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_8,10002,0.0,,,,0.009999999631064996,0.009999999631064996,,,0.010000000000000002,0.010000000000000002,,0.009999998847075656,0.009999998847075656,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,
RANDOM_Size_10002_MinAct_90_Type-tree_MinTransProb_0.1_Model_9,10002,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_1,10002,0.0,0.0,0.005994468810021205,0.005994468810021204,0.005993617566874427,0.005993620650808748,0.005994464647787251,,,,,0.005993632690843138,0.005993629806988323,0.005994468810019347,0.005994468810019347,,,0.005994468810019347,0.005994468810019347,,
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_10,10002,0.0,0.0,3.933531817319879E-4,3.9334776000199656E-4,3.930275691422027E-4,3.9308422814061353E-4,3.9335318172615906E-4,,,3.9335309734160617E-4,,3.9306839600205276E-4,3.930091207835351E-4,3.93353181731918E-4,3.93353181731918E-4,,,3.93353181731918E-4,3.93353181731918E-4,,
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_11,10002,0.0,0.0,0.00135430255350779,0.001354292368948036,0.0013540400701162198,0.00135428977544118,0.0013543025364482102,,,,,0.001354052128113731,0.0013540560604267833,0.0013543025535077886,0.0013543025535077886,,,0.0013543025535077886,0.0013543025535077886,,
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_12,10002,0.0,0.0,0.0028726276053693133,0.0028726230536088057,0.002872284901787478,0.0028723827190226133,0.002872627605366541,,,,,0.0028722210042232362,0.002872259102806371,0.00287262760536926,0.00287262760536926,,,0.00287262760536926,0.00287262760536926,,
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_13,10002,,0.0,0.00440529017381069,0.0044052827238973006,0.004405012935906515,0.0044050088793021365,0.004405290173810177,,,,,0.004404984434976125,0.0044049907984690904,0.004405290173810685,0.004405290173810685,,,0.004405290173810685,0.004405290173810685,,
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_14,10002,,0.0,0.0014840668926435533,0.0014840651034814327,0.0014836289586232948,0.001483607975016146,0.0014840666567957315,,,0.0014840666567957315,0.0014840664016880503,0.001483620038499515,0.0014836113231501535,0.001484066892643499,0.001484066892643499,,,0.001484066892643499,0.001484066892643499,,
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_15,10002,,0.0,0.0016431907906781656,0.0016431859864829896,0.0016429303879311483,0.0016431179907522378,0.001643190729863885,,,0.0016431907512710214,0.001643190761833057,0.0016428632079660134,0.001643033026998184,0.0016431907906778506,0.0016431907906778506,,,0.0016431907906778506,0.0016431907906778506,,
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_16,10002,0.0,0.0,0.004216786110921174,0.004216783983596671,0.004216350839066721,0.004216360434881841,,,,0.004216785998200634,0.0042167847518181185,0.004216272292943406,0.004216293838710819,0.004216786110921146,0.004216786110921146,,,0.004216786110921146,0.004216786110921146,,
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_17,10002,0.0,0.0,7.496554360481763E-4,7.496515447469449E-4,7.494880375650863E-4,7.494891264106399E-4,7.496554180252039E-4,,,7.496554180252039E-4,7.496554236727953E-4,7.494466606321034E-4,7.494110706204904E-4,7.496554360475606E-4,7.496554360475606E-4,,,7.496554360475606E-4,7.496554360475606E-4,,
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_18,10002,0.0,0.0,0.00799295715197792,0.007992950254083059,0.00799293812669202,0.007992939671841628,0.007992955425311171,,,0.00799295598287568,,0.007992914990844455,0.007992917766763533,0.007992957151977814,0.007992957151977814,,,0.007992957151977814,0.007992957151977814,,
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_19,10002,0.0,0.0,0.0025201487214583838,0.0025201425122838776,0.002519957063776044,0.0025199832002233734,,,,0.0025201480136392194,,0.002519881489140938,0.00251985759148649,0.0025201487214582935,0.0025201487214582935,,,0.0025201487214582935,0.0025201487214582935,,
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_2,10002,0.0,0.0,0.005423114371047318,0.005423108981197156,0.005422801205307654,0.005422746605145212,0.005423114371011193,,,,0.005423114077616641,0.005422750864197096,0.005422684693334711,0.005423114371046895,0.005423114371046895,,,0.005423114371046895,0.005423114371046895,,
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_20,10002,0.0,0.0,0.0025483707366763253,0.0025483663474255313,0.0025481209044496272,0.0025481856367396347,0.0025483698040818293,,,,0.0025483683873287503,0.002548134119671105,0.002547978167291875,0.002548370736676282,0.002548370736676282,,,0.002548370736676282,0.002548370736676282,,
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_3,10002,0.0,0.0,0.00488460438125799,0.004884597997884682,0.004884594329232283,0.004884594712105096,,,,,,0.004884249401339824,0.004884073248706308,0.004884604381256778,0.004884604381256778,,,0.004884604381256778,0.004884604381256778,,
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_4,10002,0.0,0.0,9.830761228541473E-4,9.830625665110495E-4,9.83050707993728E-4,9.830504470104418E-4,,,,,9.830761215195282E-4,9.830414410766466E-4,9.830322776168874E-4,9.830761228541238E-4,9.830761228541238E-4,,,9.830761228541238E-4,9.830761228541238E-4,,
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_5,10002,0.0,0.0,0.0021618954340737436,0.0021618881653394056,0.0021615443250261176,0.0021616691890410703,,,,0.0021618947142332447,,0.0021616304876689737,0.0021616002813784644,0.002161895434074339,0.002161895434074339,,,0.002161895434074339,0.002161895434074339,,
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_6,10002,0.0,0.0,,0.00633156685920404,0.00633130164213549,0.006331241299740196,0.006331571040483139,,,0.006331569777287972,,0.006331216879790337,0.006331197295633625,0.0063315710404824675,0.0063315710404824675,,,0.0063315710404824675,0.0063315710404824675,,
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_7,10002,0.0,0.0,,0.005596037625333472,0.0055956698265391454,0.005595782885231241,0.005596043477472441,,,0.005596043477472441,,0.005595685704191526,0.005595577385736258,0.005596043570767378,0.005596043570767378,,,0.005596043570767378,0.005596043570767378,,
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_8,10002,0.0,,0.0034659975035239033,0.0034659814561354934,0.0034658183115700543,0.003465844446547019,0.0034659975035239033,,,0.00346599689122015,0.0034659963958701364,0.003465731125578273,0.0034657398722716184,0.0034659975035239007,0.0034659975035239007,,,0.0034659975035239007,0.0034659975035239007,,
RANDOM_Size_10002_Type-tree_MinTransProb_0.1_Model_9,10002,0.0,,,0.005366794112811739,0.005366621233157849,0.005366616767929035,0.005366794990609772,,,0.0053667955649856856,,0.005366589143359027,0.00536660017057651,0.005366796099744124,0.005366796099744124,,,0.005366796099744124,0.005366796099744124,,
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_1,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_10,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_11,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_12,1002,0.0,0.0,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.00999999999999869,0.010000000000000002,0.010000000000000002,0.00999999999999869,0.010000000000000002,0.010000000000000002,0.01,0.01,,,0.01,0.01,,
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_13,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_14,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_15,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_16,1002,0.0,0.0,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,0.010000000000000002,0.010000000000000002,,0.010000000000000002,0.010000000000000002,0.01,0.01,,,0.01,0.01,,
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_17,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_18,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_19,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_2,1002,0.0,0.0,0.010000000000000002,0.010000000000000002,0.01,0.01,0.010000000000000002,,0.010000000000000002,0.010000000000000002,,0.00999992999979,0.00999992999979,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_20,1002,0.0,0.0,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,0.010000000000000002,0.010000000000000002,,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_3,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_4,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_5,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_6,1002,0.0,0.22020000000000003,0.22020000000000003,0.22020000000000003,0.22020000000000003,0.22020000000000003,0.22020000000000003,0.22019999999999917,0.22020000000000003,0.22020000000000003,0.22019999999999917,0.22020000000000003,0.22020000000000003,0.22020000000000003,0.22020000000000003,0.22020000000000003,0.22020000000000003,0.22020000000000003,0.22020000000000003,0.22020000000000003,0.22020000000000003
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_7,1002,0.0,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.009999999999999787,0.010000000000000002,0.010000000000000002,0.009999999999999787,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_8,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_100_Type-tree_MinTransProb_0.1_Model_9,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_1,1002,0.0,0.0,0.010000000000000002,0.010000000000000002,0.00999969826368098,0.00999969826368098,0.010000000000000002,,1.0,1.0,,0.0099994933993843,0.0099994933993843,0.01,0.01,,,0.01,0.01,,
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_10,1002,0.0,0.0,0.11914000000000001,0.11914000000000001,0.11914000000000001,0.11914000000000001,0.11914000000000001,,0.4,0.4,,0.11914000000000001,0.11914000000000001,0.11914000000000001,0.11914000000000001,,,,,,
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_11,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_12,1002,0.0,0.0,0.003,0.003,0.003,0.003,0.003,,0.0,0.0,,0.003,0.003,0.003,0.003,,,0.003,0.003,,
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_13,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_14,1002,0.0,0.0,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,0.01,0.01,,0.010000000000000002,0.010000000000000002,0.01,0.01,,,0.01,0.01,,
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_15,1002,0.0,0.0,0.010000000000000007,0.010000000000000005,0.009999712641191543,0.009999712641191543,0.010000000000000007,,1.0,1.0,,0.009999682889535842,0.009999682889535842,0.010000000000000002,0.010000000000000002,,,,,,
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_16,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_17,1002,,0.0,0.0664,0.0664,0.0664,0.0664,0.0664,,1.0,1.0,,0.0664,0.0664,0.0664,0.0664,,,0.0664,0.0664,,
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_18,1002,0.0,0.0,0.001,0.001,0.001,0.001,0.001,,0.0,0.0,,0.001,0.001,0.001,0.001,,,0.001,0.001,,
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_19,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_2,1002,0.0,0.0,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,0.703,0.703,,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_20,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_3,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_4,1002,0.0,0.0,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,1.0,1.0,,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_5,1002,0.0,0.0,0.08281,0.08281,0.08281,0.08281,0.08281,,1.0,1.0,,0.08281,0.08281,0.08281,0.08281,,,0.08281,0.08281,,
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_6,1002,0.0,0.0,0.01,0.01,0.01,0.01,0.01,,1.0,1.0,,0.01,0.01,0.01,0.01,,,0.01,0.01,,
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_7,1002,0.0,0.0,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,1.0,1.0,,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_8,1002,,0.0,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,1.0,1.0,,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,
RANDOM_Size_1002_MinAct_10_Type-tree_MinTransProb_0.1_Model_9,1002,0.0,0.0,7.0E-4,7.0E-4,7.0E-4,7.0E-4,7.0E-4,,0.0,0.0,,7.0E-4,7.0E-4,7.0E-4,7.0E-4,,,7.0E-4,7.0E-4,,
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_1,1002,0.0,0.0,0.1653,0.1653,0.1653,0.1653,0.1653,,0.501,0.501,,0.1653,0.1653,0.1653,0.1653,,,0.1653,0.1653,,
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_10,1002,0.0,0.0,0.06607000000000002,0.06607000000000002,0.06607000000000002,0.06607000000000002,0.06607000000000002,,0.7,0.7,,0.06607000000000002,0.06607000000000002,0.06607000000000002,0.06607000000000002,,,0.06607000000000002,0.06607000000000002,,
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_11,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_12,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_13,1002,0.0,0.0,0.010000000000000002,0.010000000000000002,0.01,0.01,0.010000000000000002,,0.010000000000000002,0.010000000000000002,,0.01,0.01,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_14,1002,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_15,1002,0.0,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,0.010000000000000002,0.010000000000000002,,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,,0.010000000000000002,0.010000000000000002,,
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_16,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
RANDOM_Size_1002_MinAct_30_Type-tree_MinTransProb_0.1_Model_17,1002,0.0,0.0,0.18000000000000002,0.18000000000000002,0.18000000000000002,0.18000000000000002,0.18000000000000002,,0.18000000000000002,0.18000000000000002,,0.18000000000000002,0.18000000000000002,0.18000000000000002,0.18000000000000002,,,0.18000000000000002,0.18000000000000002,,
