Model,#States,AMPL_M,AMPL_T,BVI_100,GBVI_100,OVI_100,QP_CON,QP_G,QP_G_T,QP_G_T_W,QP_G_W,TBVI_100,TGBVI_100,TOVI_100,TOVI_100_opt
simple,3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
simple_probTree_sinkP_1_initP_0_branch_10_depth_2_numComp_20,3,0.0,0.0,0.2735783211953806,0.2735783211953806,0.2735783211953806,,,0.0,0.0,,0.2735783211953806,0.2735783211953806,0.2735783211953806,0.2735783211953806
simple_probTree_sinkP_1_initP_0_branch_10_depth_2_numComp_4,3,0.0,0.0,0.44319243585806456,0.44319243585806456,0.44319243585806456,,,0.0,0.0,,0.44319243585806456,0.44319243585806456,0.44319243585806456,0.44319243585806456
simple_probTree_sinkP_1_initP_0_branch_10_depth_2_numComp_80,3,0.0,0.0,0.044814309351162346,0.044814309351162346,0.044814309351162346,,,0.0,0.0,,0.044814309351162346,0.044814309351162346,0.044814309351162346,0.044814309351162346
simple_probTree_sinkP_1_initP_0_branch_20_depth_2_numComp_1,3,0.0,0.0,0.48514949999999996,0.48514949999999996,0.48514949999999996,,0.48514950000000007,0.0,0.0,0.48514950000000007,0.48514949999999996,0.48514949999999996,0.48514949999999996,0.48514949999999996
simple_probTree_sinkP_1_initP_0_branch_20_depth_2_numComp_20,3,0.0,0.0,0.2735783211953806,0.2735783211953806,0.2735783211953806,,,0.0,0.0,,0.2735783211953806,0.2735783211953806,0.2735783211953806,0.2735783211953806
simple_probTree_sinkP_1_initP_0_branch_20_depth_2_numComp_5,3,0.0,0.0,0.43002917732064416,0.43002917732064416,0.43002917732064416,,,0.0,0.0,,0.43002917732064416,0.43002917732064416,0.43002917732064416,0.43002917732064416
simple_probTree_sinkP_1_initP_0_branch_2_depth_4_numComp_125,3,0.0,0.0,9.353337981675762E-4,9.353337981675762E-4,9.353337981675762E-4,,,9.353337981675783E-4,9.353337981675783E-4,,9.353337981675762E-4,9.353337981675762E-4,9.353337981675762E-4,9.353337981675762E-4
simple_probTree_sinkP_1_initP_0_branch_2_depth_4_numComp_25,3,0.0,0.0,0.1423538866365977,0.1423538866365977,0.1423538866365977,,,0.14235388663659762,0.14235388663659762,,0.1423538866365977,0.1423538866365977,0.1423538866365977,0.1423538866365977
simple_probTree_sinkP_1_initP_0_branch_2_depth_4_numComp_500,3,0.0,0.0,0.0,0.0,6.122890577574361E-12,,,0.0,0.0,,6.122890577574361E-12,6.122890577574361E-12,6.122890577574361E-12,6.122890577574361E-12
simple_probTree_sinkP_1_initP_0_branch_400_depth_1_numComp_1,3,0.0,0.0,0.49005,0.49005,0.49005,,0.49005,0.0,0.0,0.49005,0.49005,0.49005,0.49005,0.49005
simple_probTree_sinkP_1_initP_0_branch_400_depth_1_numComp_20,3,0.0,0.0,0.33448587928484014,0.33448587928484014,0.33448587928484014,,,0.0,0.0,,0.33448587928484014,0.33448587928484014,0.33448587928484014,0.33448587928484014
simple_probTree_sinkP_1_initP_0_branch_400_depth_1_numComp_5,3,0.0,0.0,0.45219103750440215,0.45219103750440215,0.45219103750440215,,,0.0,0.0,,0.45219103750440215,0.45219103750440215,0.45219103750440215,0.45219103750440215
simple_probTree_sinkP_1_initP_0_branch_5_depth_2_numComp_16,3,0.0,0.0,0.308645070471144,0.308645070471144,0.308645070471144,,,0.0,0.0,,0.308645070471144,0.308645070471144,0.308645070471144,0.308645070471144
simple_probTree_sinkP_1_initP_0_branch_5_depth_2_numComp_320,3,0.0,0.0,3.226686841232409E-5,3.226686841232409E-5,3.226686841232409E-5,,,0.0,0.0,,3.226686841232409E-5,3.226686841232409E-5,3.226686841232409E-5,3.226686841232409E-5
simple_probTree_sinkP_1_initP_0_branch_5_depth_2_numComp_80,3,0.0,0.0,0.044814309351162346,0.044814309351162346,0.044814309351162346,,,0.0,0.0,,0.044814309351162346,0.044814309351162346,0.044814309351162346,0.044814309351162346
simple_probTree_sinkP_1_initP_1_branch_10_depth_2_numComp_20,3,0.0,0.0,0.2702488647243229,0.2702490510451502,0.2702491506989043,,,0.0,0.0,,0.27024931531852653,0.27024931531852653,0.27024931531852653,0.27024931531852653
simple_probTree_sinkP_1_initP_1_branch_10_depth_2_numComp_4,3,0.0,0.0,0.4421083340177273,0.44210839940084257,0.4421083340177273,,,0.0,0.0,,0.4421085602469904,0.4421085602469904,0.4421085602469904,0.4421085602469904
simple_probTree_sinkP_1_initP_1_branch_10_depth_2_numComp_80,3,0.0,0.0,0.042672239444382594,0.04267212062568967,0.042672458026283874,,,0.0,0.0,,0.042672530386912204,0.042672530386912204,0.042672530386912204,0.042672530386912204
simple_probTree_sinkP_1_initP_1_branch_20_depth_2_numComp_1,3,0.0,0.0,0.4848525376106449,0.48485212300108493,0.4848525815068871,,,0.0,0.0,,0.4848526060276365,0.4848526060276365,0.4848526060276365,0.4848526060276365
simple_probTree_sinkP_1_initP_1_branch_20_depth_2_numComp_20,3,0.0,0.0,0.2702488647243229,0.2702490510451502,0.2702491506989043,,,0.0,0.0,,0.27024931531852653,0.27024931531852653,0.27024931531852653,0.27024931531852653
simple_probTree_sinkP_1_initP_1_branch_20_depth_2_numComp_5,3,0.0,0.0,0.4287145202732745,0.428714660760557,0.42871487135987923,,,0.0,0.0,,0.4287149751657594,0.4287149751657594,0.4287149751657594,0.4287149751657594
