Model,#States,BVI_1,OVI_1_opt,SVI_1
RND_20000_1,20000,0.125,0.125,0.125
RND_20000_10,20000,0.5,0.5,0.5
RND_20000_2,20000,0.0,0.0,0.0
RND_20000_3,20000,0.5,0.5,0.5
RND_20000_4,20000,0.33333253860473633,0.33333333333333337,
RND_20000_5,20000,1.0,1.0,1.0
RND_20000_6,20000,0.5,0.5,
RND_20000_7,20000,1.0,1.0,1.0
RND_20000_8,20000,1.0,1.0,1.0
RND_20000_9,20000,1.0,1.0,1.0
