Model,#States,BVI
simple,3,0.5
simple_1000000_1_SCC,3,0.250501
simple_10000_1_SCC,3,0.251004
simple_10000_2_SCC,3,0.18703443750795976
simple_20000_1_SCCsuperConnect,3,
