Model,NumStates,NumActions,NumTargets,NumSinks,NumUnknown,NumMaxActions,NumMaxTransitions,SmallestTransProb,NumProbActions,AvgNumActionsPerState,AvgNumTransPerState,AvgNumTransPerAction,NumMaxStates,NumMinStates,NumBackwardsTransitions,NumMECs,BiggestMEC,SmallestMEC,AvgMEC,MedianMEC,NumSCCs,BiggestSCC,SmallestSCC,AvgSCC,MaxSCCDepth,NumNonSingleton,SmallestSCCNonSing,AvgSccNonSing,NearestTarget,FurthestTarget,TargetDistanceAverage,TargetDistanceMedian,Prob0InSec,Prob1InSec,MECCompInSec,SCCCompInSec
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_6, 8519, 47843, 2306, 5984, 229, 17, 5, 2.0E-4, 4750, 5.6160345, 6.177955, 1.1000564, 4176, 4343, 0.085863575, 13, 3, 1, 1.1538461538461537, 1.0, 96, 1962, 1, 88.73958333333333, 10, 8, 77, 1053.875, 32, 32, 32.0, 32.0, 0.222, 1.195, 0.029, 0.027
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_60, 10000, 56444, 364, 9626, 10, 18, 6, 2.0E-4, 5533, 5.6444, 6.2021, 1.0988059, 5020, 4980, 0.086680315, 0, , , , , 111, 1898, 1, 90.09009009009009, 6, 10, 2, 989.9, 2147483637, 0, NaN, 0.0, 0.115, 0.404, 0.011, 0.032
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_61, 10000, 56642, 659, 9251, 90, 17, 6, 8.0E-4, 5603, 5.6642, 6.2294, 1.0997846, 4963, 5037, 0.08644492, 10, 1, 1, 1.0, 1.0, 119, 1691, 1, 84.03361344537815, 5, 11, 75, 899.2727272727273, 2147483637, 0, NaN, 0.0, 0.142, 0.445, 0.03, 0.062
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_62, 10000, 55822, 88, 9907, 5, 17, 6, 7.0E-4, 5622, 5.5822, 6.1497, 1.1016624, 5032, 4968, 0.08930517, 1, 1, 1, 1.0, 1.0, 75, 1477, 1, 133.33333333333334, 6, 14, 210, 709.9285714285714, 2147483637, 0, NaN, 0.0, 0.094, 0.285, 0.011, 0.032
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_63, 1541, 8773, 0, 1541, 0, 16, 5, 0.0074, 941, 5.6930566, 6.3108373, 1.1085148, 788, 753, 0.08586118, 0, , , , , 17, 1363, 1, 90.6470588235294, 3, 2, 163, 763.0, 2147483647, 0, NaN, 0.0, 0.0, 0.0, 0.001, 0.017
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_64, 10000, 56316, 604, 9371, 25, 16, 5, 0.0019, 5533, 5.6316, 6.1905, 1.0992435, 4924, 5076, 0.08858735, 2, 1, 1, 1.0, 1.0, 97, 1979, 1, 103.09278350515464, 4, 9, 236, 1101.3333333333333, 2147483637, 0, NaN, 0.0, 0.121, 0.41, 0.024, 0.057
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_65, 10000, 56231, 162, 9834, 4, 18, 6, 0.0029, 5824, 5.6231, 6.2109, 1.1045331, 4919, 5081, 0.08692782, 0, , , , , 70, 1983, 1, 142.85714285714286, 6, 9, 197, 1104.3333333333333, 2147483637, 0, NaN, 0.0, 0.129, 0.225, 0.014, 0.041
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_66, 10000, 56454, 860, 9067, 73, 17, 6, 0.0019, 5585, 5.6454, 6.2073, 1.0995324, 5054, 4946, 0.08731655, 2, 1, 1, 1.0, 1.0, 109, 1915, 1, 91.74311926605505, 5, 8, 135, 1237.375, 2147483637, 0, NaN, 0.0, 0.192, 0.61, 0.017, 0.035
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_67, 10000, 55981, 1, 9994, 5, 18, 4, 0.0014, 5718, 5.5981, 6.1736, 1.1028028, 4975, 5025, 0.088295326, 0, , , , , 113, 1905, 1, 88.49557522123894, 6, 9, 56, 1099.5555555555557, 2147483637, 0, NaN, 0.0, 0.055, 0.053, 0.013, 0.052
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_68, 10000, 56160, 910, 9012, 78, 17, 8, 0.0033, 5596, 5.616, 6.1814, 1.1006767, 5051, 4949, 0.08745591, 8, 1, 1, 1.0, 1.0, 137, 1647, 1, 72.99270072992701, 6, 10, 331, 987.3, 2147483637, 0, NaN, 0.0, 0.175, 0.653, 0.022, 0.043
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_69, 10000, 56451, 132, 9860, 8, 18, 8, 0.0011, 5582, 5.6451, 6.2079, 1.0996971, 4921, 5079, 0.08785579, 0, , , , , 65, 1934, 1, 153.84615384615384, 6, 11, 130, 904.1818181818181, 2147483637, 0, NaN, 0.0, 0.129, 0.458, 0.011, 0.039
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_7, 10000, 55932, 645, 9287, 68, 16, 6, 0.0021, 5595, 5.5932, 6.158, 1.1009798, 5001, 4999, 0.085125044, 6, 2, 1, 1.1666666666666667, 1.0, 114, 1598, 1, 87.71929824561404, 6, 13, 47, 761.4615384615385, 2147483637, 0, NaN, 0.0, 0.159, 0.556, 0.018, 0.042
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_70, 10000, 55919, 108, 9873, 19, 16, 7, 5.0E-4, 5643, 5.5919, 6.1617, 1.1018974, 5037, 4963, 0.08659948, 2, 4, 2, 3.0, 3.0, 99, 1883, 1, 101.01010101010101, 5, 12, 146, 826.0833333333334, 2147483637, 0, NaN, 0.0, 0.163, 0.272, 0.013, 0.053
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_71, 9373, 52724, 366, 8992, 15, 17, 6, 0.0065, 5325, 5.6250935, 6.196842, 1.1016425, 4731, 4642, 0.0873061, 1, 1, 1, 1.0, 1.0, 77, 1898, 1, 121.72727272727273, 5, 9, 434, 1033.888888888889, 2147483637, 0, NaN, 0.0, 0.12, 0.407, 0.013, 0.031
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_72, 10000, 56251, 1, 9343, 656, 17, 6, 0.0029, 5659, 5.6251, 6.1977, 1.1017938, 5011, 4989, 0.08638688, 11, 538, 1, 49.81818181818182, 1.0, 79, 1948, 1, 126.58227848101266, 9, 17, 41, 584.5882352941177, 2147483637, 0, NaN, 0.0, 0.135, 0.186, 0.05, 0.07
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_73, 10000, 56060, 886, 9018, 96, 18, 4, 3.0E-4, 5691, 5.606, 6.1791, 1.1022297, 4991, 5009, 0.0875532, 6, 1, 1, 1.0, 1.0, 101, 1853, 1, 99.00990099009901, 4, 8, 161, 1238.375, 2147483637, 0, NaN, 0.0, 0.2, 1.09, 0.019, 0.035
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_74, 10000, 56366, 1016, 8908, 76, 17, 5, 0.0019, 5633, 5.6366, 6.2049, 1.1008232, 4959, 5041, 0.08656062, 2, 1, 1, 1.0, 1.0, 126, 1852, 1, 79.36507936507937, 6, 10, 81, 988.4, 2147483637, 0, NaN, 0.0, 0.172, 0.841, 0.015, 0.032
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_75, 10000, 56414, 208, 9780, 12, 18, 5, 0.0023, 5615, 5.6414, 6.2071, 1.1002765, 5019, 4981, 0.0864655, 1, 3, 3, 3.0, 3.0, 76, 1513, 1, 131.57894736842104, 8, 13, 217, 764.3846153846154, 2147483637, 0, NaN, 0.0, 0.099, 0.439, 0.015, 0.034
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_76, 10000, 56201, 445, 9508, 47, 17, 6, 0.0065, 5564, 5.6201, 6.181, 1.0998025, 5031, 4969, 0.08552014, 5, 5, 1, 2.2, 1.0, 146, 1913, 1, 68.4931506849315, 5, 9, 50, 1095.888888888889, 2147483637, 0, NaN, 0.0, 0.098, 0.4, 0.017, 0.027
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_77, 10000, 56252, 1373, 8501, 126, 17, 7, 2.0E-4, 5564, 5.6252, 6.1869, 1.0998542, 4961, 5039, 0.0867963, 8, 4, 1, 1.375, 1.0, 84, 1889, 1, 119.04761904761905, 7, 9, 570, 1102.7777777777778, 2147483637, 0, NaN, 0.0, 0.28, 1.031, 0.025, 0.046
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_78, 10000, 56012, 142, 9851, 7, 18, 5, 3.0E-4, 5640, 5.6012, 6.1695, 1.1014605, 5016, 4984, 0.08670071, 0, , , , , 108, 1939, 1, 92.5925925925926, 6, 11, 225, 900.2727272727273, 2147483637, 0, NaN, 0.0, 0.076, 0.269, 0.012, 0.044
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_79, 10000, 56007, 551, 9400, 49, 18, 8, 0.0029, 5667, 5.6007, 6.1742, 1.1023979, 5005, 4995, 0.08886981, 2, 1, 1, 1.0, 1.0, 107, 1698, 1, 93.45794392523365, 5, 15, 2, 660.5333333333333, 2147483637, 0, NaN, 0.0, 0.127, 0.43, 0.024, 0.04
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_8, 10000, 56265, 43, 9954, 3, 21, 5, 0.0038, 5785, 5.6265, 6.2092, 1.1035635, 4953, 5047, 0.086645626, 1, 2, 2, 2.0, 2.0, 75, 1895, 1, 133.33333333333334, 5, 8, 124, 1241.625, 2147483637, 0, NaN, 0.0, 0.096, 0.251, 0.011, 0.033
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_80, 10000, 56341, 1, 9999, 0, 17, 6, 3.0E-4, 5592, 5.6341, 6.1978, 1.1000515, 4973, 5027, 0.08686954, 0, , , , , 115, 1553, 1, 86.95652173913044, 6, 12, 100, 824.75, 2147483637, 0, NaN, 0.0, 0.014, 0.022, 0.001, 0.041
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_81, 10000, 56851, 270, 9039, 691, 17, 6, 0.0084, 5656, 5.6851, 6.2557, 1.1003677, 4973, 5027, 0.08702464, 12, 564, 1, 48.583333333333336, 1.0, 100, 1851, 1, 100.0, 5, 11, 14, 901.0, 2147483637, 0, NaN, 0.0, 0.218, 0.39, 0.065, 0.051
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_82, 10000, 56105, 1257, 8608, 135, 16, 6, 0.0033, 5556, 5.6105, 6.1718, 1.1000446, 4998, 5002, 0.087203085, 22, 1, 1, 1.0, 1.0, 100, 1925, 1, 100.0, 5, 10, 370, 991.0, 2147483637, 0, NaN, 0.0, 0.187, 0.864, 0.074, 0.052
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_83, 10000, 56448, 68, 9917, 15, 17, 5, 0.0096, 5702, 5.6448, 6.219, 1.1017219, 5004, 4996, 0.08618749, 3, 3, 1, 1.6666666666666667, 1.0, 111, 1726, 1, 90.09009009009009, 6, 11, 89, 900.0, 2147483637, 0, NaN, 0.0, 0.065, 0.251, 0.016, 0.038
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_84, 10000, 56349, 1888, 7981, 131, 17, 5, 4.0E-4, 5676, 5.6349, 6.2062, 1.101386, 5054, 4946, 0.08591408, 8, 1, 1, 1.0, 1.0, 125, 1929, 1, 80.0, 6, 8, 114, 1235.375, 2147483637, 0, NaN, 0.0, 0.19, 0.904, 0.018, 0.027
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_85, 10000, 56060, 155, 9832, 13, 17, 5, 0.0048, 5507, 5.606, 6.1608, 1.0989654, 5013, 4987, 0.087845735, 0, , , , , 70, 1863, 1, 142.85714285714286, 6, 9, 125, 1104.3333333333333, 2147483637, 0, NaN, 0.0, 0.071, 0.404, 0.013, 0.085
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_86, 10000, 56480, 448, 9536, 16, 18, 6, 5.0E-4, 5671, 5.648, 6.2197, 1.1012217, 5073, 4927, 0.08635465, 0, , , , , 113, 1935, 1, 88.49557522123894, 5, 9, 648, 1099.5555555555557, 2147483637, 0, NaN, 0.0, 0.121, 0.429, 0.012, 0.038
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_87, 10000, 56310, 187, 9778, 35, 17, 5, 8.0E-4, 5599, 5.631, 6.1961, 1.1003551, 5075, 4925, 0.087990835, 3, 1, 1, 1.0, 1.0, 95, 1793, 1, 105.26315789473684, 5, 9, 10, 1101.5555555555557, 2147483637, 0, NaN, 0.0, 0.092, 0.434, 0.016, 0.031
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_88, 10000, 56203, 312, 9652, 36, 18, 5, 6.0E-4, 5554, 5.6203, 6.182, 1.0999413, 4967, 5033, 0.08762536, 1, 1, 1, 1.0, 1.0, 89, 1899, 1, 112.35955056179775, 6, 11, 37, 902.0, 2147483637, 0, NaN, 0.0, 0.106, 0.457, 0.014, 0.031
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_89, 10000, 56422, 619, 9322, 59, 19, 6, 5.0E-4, 5588, 5.6422, 6.2068, 1.1000674, 5016, 4984, 0.08588967, 4, 1, 1, 1.0, 1.0, 81, 1970, 1, 123.45679012345678, 6, 11, 12, 902.7272727272727, 2147483637, 0, NaN, 0.0, 0.139, 0.493, 0.018, 0.03
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_9, 8314, 46520, 0, 8314, 0, 16, 6, 6.0E-4, 4565, 5.5953813, 6.148424, 1.0988392, 4218, 4096, 0.08707304, 0, , , , , 110, 1733, 1, 75.58181818181818, 10, 13, 20, 632.0769230769231, 2147483647, 0, NaN, 0.0, 0.0, 0.0, 0.001, 0.064
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_90, 10000, 56254, 593, 9352, 55, 17, 5, 0.0038, 5621, 5.6254, 6.1929, 1.1008817, 5025, 4975, 0.086583026, 7, 1, 1, 1.0, 1.0, 89, 1476, 1, 112.35955056179775, 6, 11, 4, 902.0, 2147483637, 0, NaN, 0.0, 0.105, 0.444, 0.017, 0.024
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_91, 10000, 56432, 1, 9257, 742, 16, 5, 0.0037, 5541, 5.6432, 6.2039, 1.0993586, 4985, 5015, 0.08781573, 10, 506, 1, 63.3, 1.0, 72, 1888, 1, 138.88888888888889, 5, 12, 102, 828.3333333333334, 2147483637, 0, NaN, 0.0, 0.2, 0.206, 0.043, 0.032
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_92, 10000, 56354, 30, 9970, 0, 16, 6, 0.0051, 5637, 5.6354, 6.204, 1.1008979, 4999, 5001, 0.08705674, 0, , , , , 117, 1900, 1, 85.47008547008546, 5, 11, 61, 899.4545454545455, 2147483637, 0, NaN, 0.0, 0.046, 0.078, 0.001, 0.027
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_93, 10000, 55960, 1226, 8646, 128, 21, 6, 0.0085, 5632, 5.596, 6.1638, 1.1014653, 4996, 5004, 0.08780298, 11, 1, 1, 1.0, 1.0, 108, 1929, 1, 92.5925925925926, 5, 8, 449, 1237.5, 2147483637, 0, NaN, 0.0, 0.125, 0.537, 0.026, 0.018
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_94, 10000, 56364, 330, 9648, 22, 16, 5, 2.0E-4, 5559, 5.6364, 6.1969, 1.099443, 4998, 5002, 0.08743081, 1, 1, 1, 1.0, 1.0, 107, 1914, 1, 93.45794392523365, 5, 11, 14, 900.3636363636364, 2147483637, 0, NaN, 0.0, 0.109, 0.386, 0.014, 0.03
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_95, 10000, 55599, 152, 9838, 10, 17, 6, 0.0017, 5638, 5.5599, 6.1294, 1.1024299, 4908, 5092, 0.0884589, 2, 1, 1, 1.0, 1.0, 76, 1643, 1, 131.57894736842104, 5, 10, 154, 993.4, 2147483637, 0, NaN, 0.0, 0.071, 0.277, 0.014, 0.031
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_96, 10000, 55818, 1206, 8593, 201, 18, 4, 0.0195, 5656, 5.5818, 6.1525, 1.102243, 4962, 5038, 0.086241364, 17, 1, 1, 1.0, 1.0, 79, 1664, 1, 126.58227848101266, 6, 13, 89, 764.1538461538462, 19, 19, 19.0, 19.0, 0.12, 0.912, 0.025, 0.031
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_97, 10000, 55798, 111, 9880, 9, 16, 5, 0.0017, 5583, 5.5798, 6.1423, 1.10081, 5043, 4957, 0.08692183, 2, 1, 1, 1.0, 1.0, 98, 1970, 1, 102.04081632653062, 5, 9, 76, 1101.2222222222222, 2147483637, 0, NaN, 0.0, 0.074, 0.218, 0.012, 0.023
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_98, 10000, 56705, 527, 8671, 802, 16, 7, 0.0038, 5720, 5.6705, 6.2485, 1.1019311, 5039, 4961, 0.08718892, 13, 631, 1, 49.46153846153846, 1.0, 91, 1677, 1, 109.89010989010988, 4, 10, 125, 991.9, 2147483637, 0, NaN, 0.0, 0.132, 0.46, 0.046, 0.024
RANDOM_Size_10000_MinAct_10_Type-scc_MinTransProb_0.0001_Model_99, 10000, 56266, 1, 8871, 1128, 17, 4, 0.0019, 5481, 5.6266, 6.1804, 1.0984254, 5037, 4963, 0.088230535, 14, 744, 1, 68.14285714285714, 1.0, 91, 1927, 1, 109.89010989010988, 6, 9, 105, 1102.0, 2147483637, 0, NaN, 0.0, 0.123, 0.143, 0.063, 0.042
