Model,#States,AMPL_M,AMPL_T,BVI_100,GBVI_100,OVI_100,QP_CON,QP_G,QP_G_T,QP_G_T_W,QP_G_W,TBVI_100,TGBVI_100,TOVI_100,TOVI_100_opt
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_7,12,,,118,5,10,,,,8,3,27,8,12,12
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_8,12,,,101,3,7,,,,6,4,10,8,12,12
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_9,12,,,103,2,4,,,,3,3,4,4,4,4
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_1,12,,,232,2,4,,,,3,3,8,8,8,8
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_10,12,,,125,3,4,,,,3,3,6,6,6,6
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_11,12,,,128,3,4,,,,3,3,9,9,9,9
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_12,12,,,1,1,3,,,,2,2,5,5,5,5
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_13,12,,,116,2,5,,,,3,3,6,6,6,6
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_14,12,,,159,3,57,,,,49,4,5,5,5,5
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_15,12,,,1,1,4,,,,3,3,5,5,5,5
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_16,12,,,1,1,13,,,,11,3,6,6,6,6
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_17,12,,,157,3,70,,,,58,4,6,6,6,6
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_18,12,,,106,3,4,,,,3,3,8,8,8,8
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_19,12,,,1,1,33,,,,28,3,5,5,5,5
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_2,12,,,113,3,4,,,,3,3,5,5,5,5
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_20,12,,,102,3,5,,,,4,4,7,7,7,7
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_21,12,,,1,1,4,,,,3,3,7,7,7,7
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_22,12,,,108,3,15,,,,12,4,6,6,6,6
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_23,12,,,102,3,4,,,,3,3,7,7,7,7
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_24,12,,,124,14,32,,,,26,15,31,19,34,34
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_25,12,,,103,3,5,,,,4,4,4,4,4,4
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_26,12,,,1,1,4,,,,3,3,5,5,5,5
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_27,12,,,1,1,3,,,,2,2,6,6,6,6
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_28,12,,,1,1,5,,,,3,3,6,6,6,6
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_29,12,,,101,3,5,,,,4,4,5,5,5,5
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_3,12,,,1,1,3,,,,2,2,5,5,5,5
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_30,12,,,3,3,6,,,,4,4,5,5,5,5
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_4,12,,,120,2,4,,,,3,3,7,7,7,7
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_5,12,,,1,1,4,,,,3,3,4,4,4,4
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_6,12,,,1,1,3,,,,2,2,3,3,3,3
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_7,12,,,1,1,4,,,,3,3,6,6,6,6
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_8,12,,,101,2,4,,,,3,3,7,7,7,7
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_9,12,,,120,2,5,,,,3,3,9,9,9,9
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_1,12,,,121,6,23,,,,19,8,33,10,25,25
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_10,12,,,18,13,26,,,,21,16,30,22,27,27
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_11,12,,,130,8,38,,,,30,5,45,10,79,79
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_12,12,,,121,13,31,,,,25,14,30,16,33,33
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_13,12,,,222,40,121,,,,81,34,137,47,115,115
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_14,12,,,139,22,138,,,,58,30,70,34,133,133
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_15,12,,,112,9,17,,,,14,11,21,16,20,20
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_16,12,,,123,15,30,,,,25,16,29,18,32,32
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_17,12,,,155,20,111,,,,56,22,83,29,110,110
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_18,12,,,113,11,47,,,,30,18,36,21,49,49
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_19,12,,,4,4,6,,,,5,5,8,5,7,7
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_2,12,,,142,20,66,,,,34,16,56,25,65,65
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_20,12,,,118,4,48,,,,38,5,44,6,47,47
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_21,12,,,134,24,54,,,,36,24,48,33,54,54
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_22,12,,,107,5,18,,,,14,6,19,9,21,21
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_23,12,,,678,63,766,,,,544,66,898,90,759,759
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_24,12,,,113,10,20,,,,16,11,19,14,21,21
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_25,12,,,17,11,24,,,,20,13,22,14,23,23
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_26,12,,,1,1,5,,,,3,3,3,3,3,3
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_27,12,,,121,11,32,,,,28,15,35,17,33,33
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_28,12,,,121,4,30,,,,23,5,33,7,31,31
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_29,12,,,1,1,4,,,,3,3,3,3,3,3
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_3,12,,,14,7,21,,,,17,9,23,10,19,19
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_30,12,,,119,14,20,,,,17,12,28,19,21,21
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_4,12,,,124,13,50,,,,28,15,41,21,51,51
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_5,12,,,146,18,90,,,,35,17,64,25,90,90
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_6,12,,,125,15,7,,,,4,4,39,24,10,10
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_7,12,,,128,14,40,,,,36,15,38,17,42,42
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_8,12,,,112,8,8,,,,5,5,15,10,9,9
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_9,12,,,27,16,53,,,,28,18,34,20,52,52
