Model,#States,AMPL_M,AMPL_T,BVI_100,GBVI_100,OVI_100,QP_CON,QP_G,QP_G_T,QP_G_T_W,QP_G_W,TBVI_100,TGBVI_100,TOVI_100,TOVI_100_opt
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_11,1002,,,0.005510759334728748,0.005510751194076352,0.0055107593339494484,,,,,,0.005510759334728746,0.005510759334728746,0.005510759334728746,0.005510759334728746
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_12,1002,,0.0,0.0024934063849564904,0.002493406015787938,0.002493406384944483,,,,,,0.0024934063849564835,0.0024934063849564835,0.0024934063849564835,0.0024934063849564835
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_13,1002,,0.0,0.006255904433071509,0.00625590379424493,0.006255903640171907,,,,,,0.006255904433071509,0.006255904433071509,0.006255904433071509,0.006255904433071509
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_14,1002,,0.0,0.006600475556497085,0.006600458173126535,0.006600475556148955,,,,,,0.006600475556497087,0.006600475556497087,0.006600475556497087,0.006600475556497087
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_15,1002,,0.0,0.006649175579748973,0.006649164710613826,0.006649175579743952,,,,,,0.006649175579761434,0.006649175579761434,0.006649175579761434,0.006649175579761434
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_16,1002,,0.0,0.0033188180432804915,0.0033188116016113654,0.003318813904830845,,,,,,0.0033188180432804884,0.0033188180432804884,0.0033188180432804884,0.0033188180432804884
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_17,1002,,0.0,0.0035429763114850433,0.003542974988992698,0.0035429763114850433,,,,,,0.0035429763114850302,0.0035429763114850302,0.0035429763114850302,0.0035429763114850302
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_18,1002,,0.0,0.0023869379139278063,0.0023869300270478924,0.0023869379139167465,,,,,,0.0023869379139278123,0.0023869379139278123,0.0023869379139278123,0.0023869379139278123
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_19,1002,,0.0,0.005298656423026082,0.0052986538500099075,0.005298656425058141,,,,,,0.005298656425069085,0.005298656425069085,0.005298656425069085,0.005298656425069085
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_2,1002,,0.0,0.006037068706472269,0.006037051296290018,0.006037068633512748,,,,,,0.00603706870647238,0.00603706870647238,0.00603706870647238,0.00603706870647238
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_20,1002,,0.0,0.002497556069503644,0.0024975471546416386,0.0024975559181811954,,,,,,0.0024975560695233772,0.0024975560695233772,0.0024975560695233772,0.0024975560695233772
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_21,1002,,0.0,0.004530253952821285,0.004530249777244887,0.004530253950280406,,,,,,0.004530253952820873,0.004530253952820873,0.004530253952820873,0.004530253952820873
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_22,1002,,0.0,0.007130009563044615,0.007129998745435884,0.007130009562999782,,,,,,0.00713000956304479,0.00713000956304479,0.00713000956304479,0.00713000956304479
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_23,1002,,0.0,0.004940089443131674,0.00494008592339902,0.004940089304212662,,,,,,0.004940089443131504,0.004940089443131504,0.004940089443131504,0.004940089443131504
