Model,#States,BVI
RANDOM_Size_10000_MinAct_10_MinTransProb_0.0001_Model_30,10000,0.6743033818969595
RANDOM_Size_10000_MinAct_10_MinTransProb_0.0001_Model_74,10000,0.8786763507601817
RANDOM_Size_10000_MinAct_10_MinTransProb_0.0001_Model_89,10000,0.9534033871905766
