Model,#States,BVI
RANDOM_Size_10000_MinAct_10_MinTransProb_0.0001_Model_30,10000,102670
RANDOM_Size_10000_MinAct_10_MinTransProb_0.0001_Model_74,10000,1066
RANDOM_Size_10000_MinAct_10_MinTransProb_0.0001_Model_89,10000,948
